Transmission Frequency (Hz),4 Module Utilization of 1s @ 125Kbit (%),4 Module Utilization of 1s @ 250Kbit (%),4 Module Utilization of 1s @ 500Kbit (%),4 Module Utilization of 1s @ 1Mbit (%)
10,15.488,7.744,3.872,1.936
