Total Utilization of 1s @ 125Kbit (%),Total Utilization of 1s @ 250Kbit (%),Total Utilization of 1s @ 500Kbit (%),Total Utilization of 1s @ 1Mbit (%)
57.408,28.704,14.352,7.176
